"","state","dist","pvi","metric","pvi_range","st_dist","st","candidate","incumbent","stance","st_metric","red_scale","req_majority","primary_scale","last_name","fec_id","fec_name","ttl_receipts","comp_scale","stance_scale","stance_key","stance_scale_reduced","stance_key_reduced","comp_key","primary_type","primary_type_reduced","primary_scale_reduced","red_key","dist_pol","fund_self","fund_indiv","fund_party","fund_other","fund_tot","fund_self_pct","fund_indiv_pct","fund_party_pct","fund_other_pct","X","Y"
"142","Massachusetts",5,"D+23",0.27,"D+25 to D+8","MA5","MA","Caroline Colarusso","No","Fully denied",0.36,0,0,2,"colarusso","H2MA05153","COLARUSSO, CAROLINE",81956.48,-3,-2,"Full Denial",0,"Questioned Election","Solid D","Open to 
Unaffiliated","Restricted",3,"Legislature",-0.09,25,81381.48,0,550,81956.48,0.000305039943150316,0.992984081307543,0,0.00671087874930695,2.5,9
"143","Michigan",12,"D+23",0.27,"D+25 to D+8","MI12","MI","Steven Elliott","No","No comment",0.51,1,0,1,"elliott","H2MI13311","ELLIOTT, STEVEN",168495.2,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","Open","Open",1,"Comission",-0.24,14900,151095.2,0,2500,168495.2,0.0884298187722855,0.896732963312902,0,0.014837217914813,3,10
"144","New Jersey",8,"D+23",0.27,"D+25 to D+8","NJ8","NJ","Marcos Arroyo","No","No comment",0.44,1,0,2,"arroyo",NA,NA,NA,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","Open to 
Unaffiliated","Restricted",3,"Comission",-0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,11
"145","Tennessee",9,"D+23",0.27,"D+25 to D+8","TN9","TN","Charlotte Bergmann","No","Fully denied",0.64,0,0,3,"bergmann","H0TN09061","BERGMANN, CHARLOTTE",237303.78,-3,-2,"Full Denial",0,"Questioned Election","Solid D","Partially 
Open","Restricted",3,"Legislature",-0.37,207082.24,30108.19,0,0,237190.43,0.873063217601149,0.126936782398851,0,0,3,12
"146","California",4,"D+17",0.33,"D+25 to D+8","CA4","CA","Matt Brock","No","No comment",0.36,1,0,0,"brock","H2CA04148","BROCK, MATTHEW",8700,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","All Party","All Party",0,"Comission",-0.03,5050,3612,0,0,8662,0.583006234126068,0.416993765873932,0,0,3.5,15
"147","Colorado",2,"D+17",0.33,"D+25 to D+8","CO2","CO","Marshall Dawson","No","No comment",0.47,1,0,2,"dawson","H2CO02205","DAWSON, MARSHALL",44750.99,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","Open to 
Unaffiliated","Restricted",3,"Comission",-0.14,16314.17,24666.82,0,3770,44750.99,0.364554393098343,0.551201660566615,0,0.084243946335042,4,16
"148","Virginia",3,"D+17",0.33,"D+25 to D+8","VA3","VA","Terry T. Namkung","No","No comment",0.48,1,0,1,"namkung","H2VA03070","NAMKUNG, TERRY TOLBERT MR.",155770.15,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","Open","Open",1,"Comission",-0.15,61200,94520.15,0,0,155720.15,0.393012721860337,0.606987278139663,0,0,3.5,17
"149","California",1,"R+12",0.62,"R+8 to R+20","CA1","CA","Doug LaMalfa","Yes","Fully denied",0.36,1,0,0,"lamalfa","H2CA02142","LAMALFA, DOUG",792921.19,3,-2,"Full Denial",0,"Questioned Election","Solid R","All Party","All Party",0,"Comission",0.26,0,379456.56,875,389793.15,770124.71,0,0.492720925679686,0.00113617961953201,0.506142894700782,35,22
"150","Georgia",11,"R+12",0.62,"R+8 to R+20","GA11","GA","Barry Loudermilk","Yes","Fully denied",0.53,0,1,1,"loudermilk","H4GA11061","LOUDERMILK, BARRY",726205.49,3,-2,"Full Denial",0,"Questioned Election","Solid R","Open","Open",1,"Legislature",0.09,0,281837.61,100,436860.98,718798.59,0,0.392095385162066,0.000139121029717101,0.607765493808217,35.5,23
"151","Georgia",6,"R+12",0.62,"R+8 to R+20","GA6","GA","Rich McCormick","No","Fully denied",0.53,0,1,1,"mccormick","H0GA07273","MCCORMICK, RICHARD DEAN DR.",4243451.41,3,-2,"Full Denial",0,"Questioned Election","Solid R","Open","Open",1,"Legislature",0.09,404003.4,3252204.68,0,580031.99,4236240.07,0.095368391149749,0.767710192590667,0,0.136921416259584,36,6
"152","Indiana",5,"R+12",0.62,"R+8 to R+20","IN5","IN","Victoria Spartz","Yes","Fully accepted",0.61,0,0,3,"spartz","H0IN05326","SPARTZ, VICTORIA",3670634.28,3,2,"Acceptance",1,"Has Not Questioned Election","Solid R","Partially 
Open","Restricted",3,"Legislature",0.01,15750,2685742.73,0,928444.38,3629937.11,0.00433891814726234,0.739886848893644,0,0.255774232959094,36.5,7
"153","Minnesota",6,"R+12",0.62,"R+8 to R+20","MN6","MN","Tom Emmer","Yes","Accepted with reservations",0.49,0,0,1,"emmer","H4MN06087","EMMER, THOMAS EARL JR.",3924732.68,3,1,"Acceptance with 
Reservations",0,"Questioned Election","Solid R","Open","Open",1,"Legislature",0.13,0,1831999.01,0,2090347.03,3922346.04,0,0.467067156063569,0,0.532932843936431,36,8
"154","New York",24,"R+12",0.62,"R+8 to R+20","NY24","NY","Claudia Tenney","Yes","Raised questions",0.4,1,0,5,"tenney","H4NY22051","TENNEY, CLAUDIA",3068199.2,3,-1,"Raised Questions",0,"Questioned Election","Solid R","Closed","Closed",5,"Comission",0.22,0,1742941.62,0,834093.44,2577035.06,0,0.676336013837546,0,0.323663986162454,36.5,9
"155","New York",23,"R+12",0.62,"R+8 to R+20","NY23","NY","Nick Langworthy","No","No comment",0.4,1,0,5,"langworthy","H2NY23228","LANGWORTHY, NICK",625502.8,3,0,"No Comment",1,"Has Not Questioned Election","Solid R","Closed","Closed",5,"Comission",0.22,0,512390.8,5449,107663,625502.8,0,0.819166277113388,0.00871139185947689,0.172122331027135,36,10
"156","South Carolina",5,"R+12",0.62,"R+8 to R+20","SC5","SC","Ralph Norman","Yes","Fully denied",0.58,0,1,1,"norman","H8SC05158","NORMAN, RALPH W. JR.",802414.53,3,-2,"Full Denial",0,"Questioned Election","Solid R","Open","Open",1,"Legislature",0.04,0,503766.68,0,290155.15,793921.83,0,0.634529321356487,0,0.365470678643513,36.5,11
"157","Texas",3,"R+12",0.62,"R+8 to R+20","TX3","TX","Keith Self","No","Fully denied",0.55,0,1,1,"self","H2TX03290","SELF, KEITH ALAN MR",498300.31,3,-2,"Full Denial",0,"Questioned Election","Solid R","Open","Open",1,"Legislature",0.07,27770.63,372029.68,0,98500,498300.31,0.0557307098604855,0.746597328024941,0,0.197671962114573,36,12
"158","Texas",22,"R+12",0.62,"R+8 to R+20","TX22","TX","Troy E. Nehls","Yes","Fully denied",0.55,0,1,1,"nehls","H0TX22302","NEHLS, TROY",1249842.15,3,-2,"Full Denial",0,"Questioned Election","Solid R","Open","Open",1,"Legislature",0.07,0,625475.75,0,486740.02,1112215.77,0,0.562369071605593,0,0.437630928394407,36.5,13
"159","Utah",1,"R+12",0.62,"R+8 to R+20","UT1","UT","Blake D. Moore","Yes","Accepted with reservations",0.63,0,0,4,"moore","H0UT01205","MOORE, BLAKE",1705705.41,3,1,"Acceptance with 
Reservations",0,"Questioned Election","Solid R","Partially 
Closed","Restricted",3,"Legislature",-0.01,0,904209.84,0,772058.98,1676268.82,0,0.539418158478901,0,0.460581841521099,36,14
"160","Washington",4,"R+12",0.62,"R+8 to R+20","WA4","WA","Dan Newhouse","Yes","Fully accepted",0.42,1,0,0,"newhouse","H4WA04104","NEWHOUSE, DAN",2009036.35,3,2,"Acceptance",1,"Has Not Questioned Election","Solid R","All Party","All Party",0,"Comission",0.2,0,923830.89,0,1085205.46,2009036.35,0,0.459837817269956,0,0.540162182730044,36.5,15
"161","Wisconsin",7,"R+12",0.62,"R+8 to R+20","WI7","WI","Tom Tiffany","Yes","Fully denied",0.52,0,0,1,"tiffany","H0WI07101","TIFFANY, TOM",1040864.09,3,-2,"Full Denial",0,"Questioned Election","Solid R","Open","Open",1,"Legislature",0.1,0,856918.68,1395,175922.08,1034235.76,0,0.828552553626651,0.00134882205194684,0.170098624321402,36,16
"162","California",3,"R+4",0.54,"R+4","CA3","CA","Kevin Kiley","No","Raised questions",0.36,1,0,0,"kiley","H2CA03157","KILEY, KEVIN",2745065.19,1,-1,"Raised Questions",0,"Questioned Election","Lean R","All Party","All Party",0,"Comission",0.18,0,2582179.93,5125,157346.28,2744651.21,0,0.940804398239003,0.00186726822749911,0.0573283335334984,30,16
"163","Iowa",2,"R+4",0.54,"R+4","IA2","IA","Ashley Hinson","Yes","Fully accepted",0.56,0,0,3,"hinson",NA,NA,NA,1,2,"Acceptance",1,"Has Not Questioned Election","Lean R","Partially 
Open","Restricted",3,"Legislature",-0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.5,17
"164","New York",2,"R+4",0.54,"R+4","NY2","NY","Andrew R. Garbarino","Yes","Fully accepted",0.4,1,0,5,"garbarino","H0NY02234","GARBARINO, ANDREW",3239594.47,1,2,"Acceptance",1,"Has Not Questioned Election","Lean R","Closed","Closed",5,"Comission",0.14,0,1114944.98,5000,2067213.03,3187158.01,0,0.349824193372829,0.00156879576861644,0.648607010858555,30,18
"165","New York",1,"R+4",0.54,"R+4","NY1","NY","Nicholas J. LaLota","No","Raised questions",0.4,1,0,5,"lalota",NA,NA,NA,1,-1,"Raised Questions",0,"Questioned Election","Lean R","Closed","Closed",5,"Comission",0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.5,11
"166","Ohio",10,"R+4",0.54,"R+4","OH10","OH","Mike Turner","Yes","Fully accepted",0.56,0,0,3,"turner","H2OH03067","TURNER, MICHAEL R REP.",1358907.17,1,2,"Acceptance",1,"Has Not Questioned Election","Lean R","Partially 
Open","Restricted",3,"Legislature",-0.02,0,628636.91,0,729609.4,1358246.31,0,0.462829830916309,0,0.537170169083691,31,12
"167","Pennsylvania",8,"R+4",0.54,"R+4","PA8","PA","Jim Bognet","No","Fully denied",0.52,0,0,5,"bognet","H0PA08221","BOGNET, JIM",2144583.02,1,-2,"Full Denial",0,"Questioned Election","Lean R","Closed","Closed",5,"Legislature",0.02,13160.5,1507237.2,5000,600724.34,2126122.04,0.0061899080826047,0.708913774300557,0.00235169943490168,0.282544618181937,31.5,13
"168","Wisconsin",3,"R+4",0.54,"R+4","WI3","WI","Derrick Van Orden","No","Fully denied",0.52,0,0,1,"orden",NA,NA,NA,1,-2,"Full Denial",0,"Questioned Election","Lean R","Open","Open",1,"Legislature",0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,14
"169","California",8,"D+27",0.23,"D+26+","CA8","CA","Rudy Recile","No","No comment",0.36,1,0,0,"recile","H2CA00153","RECILE, RUDY",58278.94,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","All Party","All Party",0,"Comission",-0.13,35502.66,17134,0,5000,57636.66,0.615973583479681,0.297276073943216,0,0.0867503425771028,1.5,7
"170","California",29,"D+27",0.23,"D+26+","CA29","CA",NA,NA,NA,0.36,1,0,0,NA,NA,NA,NA,-3,NA,"Not Tracked by 538",NA,"Not Tracked by 538","Solid D","All Party","All Party",0,"Comission",-0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8
"171","Florida",24,"D+27",0.23,"D+26+","FL24","FL","Jesus G. Navarro","No","Fully denied",0.53,0,0,5,"navarro","H2FL24078","NAVARRO, JESUS",3579.68,-3,-2,"Full Denial",0,"Questioned Election","Solid D","Closed","Closed",5,"Legislature",-0.3,990.82,2588.86,0,0,3579.68,0.276790104143387,0.723209895856613,0,0,1.5,9
"172","Missouri",1,"D+27",0.23,"D+26+","MO1","MO","Andrew Jones","No","No comment",0.61,0,0,1,"jones","H2MO01179","JONES, ANDREW M JR",37318.55,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","Open","Open",1,"Legislature",-0.38,0,36015.55,304,999,37318.55,0,0.965084388326985,0.00814608284619847,0.0267695288268167,2,10
"173","New York",8,"D+27",0.23,"D+26+","NY8","NY","Yuri Dashevsky","No","No comment",0.4,1,0,5,"dashevsky","H2NY08187","DASHEVSKY, YURI MR",19970.31,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","Closed","Closed",5,"Comission",-0.17,100,19870.31,0,0,19970.31,0.00500743353508283,0.994992566464917,0,0,1.5,11
"174","Texas",30,"D+27",0.23,"D+26+","TX30","TX","James Rodgers","No","Accepted with reservations",0.55,0,1,1,"rodgers","H2TX30236","RODGERS, JAMES BYRON MR.",51724.05,-3,1,"Acceptance with 
Reservations",0,"Questioned Election","Solid D","Open","Open",1,"Legislature",-0.32,6250,42490,0,0,48740,0.128231432088634,0.871768567911366,0,0,2,12
"175","California",10,"D+18",0.32,"D+25 to D+8","CA10","CA",NA,NA,NA,0.36,1,0,0,NA,NA,NA,NA,-3,NA,"Not Tracked by 538",NA,"Not Tracked by 538","Solid D","All Party","All Party",0,"Comission",-0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,10
"176","California",7,"D+18",0.32,"D+25 to D+8","CA7","CA","Max Semenenko","No","Fully accepted",0.36,1,0,0,"semenenko","H2CA07141","SEMENENKO, MAX",58284.37,-3,2,"Acceptance",1,"Has Not Questioned Election","Solid D","All Party","All Party",0,"Comission",-0.04,22752.26,28792.11,0,5000,56544.37,0.402378875208973,0.509194991473068,0,0.088426133317959,3.5,11
"177","Oregon",1,"D+18",0.32,"D+25 to D+8","OR1","OR","Christopher A. Mann","No","Fully denied",0.44,0,0,5,"mann",NA,NA,NA,-3,-2,"Full Denial",0,"Questioned Election","Solid D","Closed","Closed",5,"Legislature",-0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,12
"178","Texas",16,"D+18",0.32,"D+25 to D+8","TX16","TX","Irene Armendariz-Jackson","No","Fully denied",0.55,0,1,1,"armendariz-jackson","H0TX16106","ARMENDARIZ-JACKSON, IRENE",333764.8,-3,-2,"Full Denial",0,"Questioned Election","Solid D","Open","Open",1,"Legislature",-0.23,46,326397.11,0,6000,332443.11,0.00013836953937773,0.981813429672223,0,0.0180482007883996,3.5,13
"179","Virginia",11,"D+18",0.32,"D+25 to D+8","VA11","VA","Jim Myles","No","No comment",0.48,1,0,1,"myles","H2VA11255","MYLES, JAMES",162786.4,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","Open","Open",1,"Comission",-0.16,6606.74,149174.56,3478.2,3471.8,162731.3,0.0405990734419254,0.916692486325618,0.0213738844340333,0.0213345557984235,4,14
"180","California",9,"D+5",0.45,"D+5","CA9","CA","Tom Patti","No","No comment",0.36,1,0,0,"patti","H2CA09139","PATTI, THOMAS",1307835.96,-1,0,"No Comment",1,"Has Not Questioned Election","Lean D","All Party","All Party",0,"Comission",0.09,0,990251.21,5000,302619.9,1297871.11,0,0.762981163822962,0.00385246266865436,0.233166373508383,8,18
"181","Florida",23,"D+5",0.45,"D+5","FL23","FL","Joe Budd","No","Raised questions",0.53,0,0,5,"budd","H2FL23138","BUDD, JOE",157385.71,-1,-1,"Raised Questions",0,"Questioned Election","Lean D","Closed","Closed",5,"Legislature",-0.08,55000,101885.71,0,500,157385.71,0.349459935085593,0.647363156413629,0,0.00317690850077812,7.5,19
"182","Illinois",11,"D+5",0.45,"D+5","IL11","IL","Catalina Lauf","No","Accepted with reservations",0.43,0,0,3,"lauf","H2IL16107","LAUF, CATALINA",2185453.82,-1,1,"Acceptance with 
Reservations",0,"Questioned Election","Lean D","Partially 
Open","Restricted",3,"Legislature",0.02,0,1850303.22,5000,328621.13,2183924.35,0,0.847237780924051,0.00228945659221209,0.150472762483737,8,20
"183","New Jersey",11,"D+5",0.45,"D+5","NJ11","NJ","Paul DeGroot","No","Raised questions",0.44,1,0,2,"degroot","H2NJ11186","DEGROOT, PAUL",636323.5,-1,-1,"Raised Questions",0,"Questioned Election","Lean D","Open to 
Unaffiliated","Restricted",3,"Comission",0.01,431521.75,202601.75,0,2200,636323.5,0.6781483789299,0.318394260152265,0,0.00345736091783503,8,22
"184","New York",4,"D+5",0.45,"D+5","NY4","NY","Anthony P. D'Esposito","No","Fully accepted",0.4,1,0,5,"d'esposito",NA,NA,NA,-1,2,"Acceptance",1,"Has Not Questioned Election","Lean D","Closed","Closed",5,"Comission",0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,9
"185","North Carolina",14,"D+5",0.45,"D+5","NC14","NC","Pat Harrigan","No","Accepted with reservations",0.53,0,0,4,"harrigan","H2NC13243","HARRIGAN, PAT",648344.2,-1,1,"Acceptance with 
Reservations",0,"Questioned Election","Lean D","Partially 
Closed","Restricted",3,"Legislature",-0.08,50000,503063.84,0,95280.36,648344.2,0.0771195300274144,0.775920938291728,0,0.146959531680857,7.5,21
"186","Texas",28,"D+5",0.45,"D+5","TX28","TX","Cassy Garcia","No","No comment",0.55,0,1,1,"garcia","H2TX28149","GARCIA, CASSANDRA",2370473.04,-1,0,"No Comment",1,"Has Not Questioned Election","Lean D","Open","Open",1,"Legislature",-0.1,0,2044266.2,0,326206.84,2370473.04,0,0.862387449890592,0,0.137612550109408,9,10
"187","Virginia",10,"D+5",0.45,"D+5","VA10","VA","Hung Cao","No","Fully accepted",0.48,1,0,1,"cao","H2VA10240","CAO, HUNG",2380753.02,-1,2,"Acceptance",1,"Has Not Questioned Election","Lean D","Open","Open",1,"Comission",-0.03,96,2262735.05,10000,107870.97,2380702.02,4.03242401583714e-05,0.950448662197548,0.00420044168316369,0.04531057187913,8.5,11
"188","California",6,"D+8",0.42,"D+25 to D+8","CA6","CA","Tamika Hamilton","No","Fully accepted",0.36,1,0,0,"hamilton","H0CA03128","HAMILTON, TAMIKA",897681.96,-2,2,"Acceptance",1,"Has Not Questioned Election","Likely D","All Party","All Party",0,"Comission",0.06,0,871809.75,0,22521,894330.75,0,0.974818041311897,0,0.0251819586881028,6.5,13
"189","California",26,"D+8",0.42,"D+25 to D+8","CA26","CA","Matt Jacobs","No","No comment",0.36,1,0,0,"jacobs","H2CA26133","JACOBS, MATTHEW",2261867.41,-2,0,"No Comment",1,"Has Not Questioned Election","Likely D","All Party","All Party",0,"Comission",0.06,100,2026523.11,5000,209569.88,2241192.99,4.46190936908115e-05,0.904216245116847,0.00223095468454058,0.0935081811049213,7,14
"190","Colorado",6,"D+8",0.42,"D+25 to D+8","CO6","CO","Steven Monahan","No","Fully accepted",0.47,1,0,2,"monahan","H2CO06214","MONAHAN, STEVEN EDWARD",195879.63,-2,2,"Acceptance",1,"Has Not Questioned Election","Likely D","Open to 
Unaffiliated","Restricted",3,"Comission",-0.05,0,192979.63,0,2900,195879.63,0,0.98519498939221,0,0.0148050106077901,6.5,15
"191","Florida",22,"D+8",0.42,"D+25 to D+8","FL22","FL","Dan Franzese","No","No comment",0.53,0,0,5,"franzese","H2FL21108","FRANZESE, DANIEL JOHN",984243.59,-2,0,"No Comment",1,"Has Not Questioned Election","Likely D","Closed","Closed",5,"Legislature",-0.11,803702.37,171900.5,5000,0,980602.87,0.819600262846467,0.175300833047735,0.00509890410579769,0,7,16
"192","Maine",1,"D+8",0.42,"D+25 to D+8","ME1","ME","Edwin Thelander","No","Raised questions",0.49,0,0,2,"thelander","H2ME01131","THELANDER, EDWIN F MR.",391389.9,-2,-1,"Raised Questions",0,"Questioned Election","Likely D","Open to 
Unaffiliated","Restricted",3,"Legislature",-0.07,31025.01,339039.69,0,21325,391389.7,0.0792688463697435,0.866245815870985,0,0.0544853377592716,6.5,17
"193","New Jersey",6,"D+8",0.42,"D+25 to D+8","NJ6","NJ","Susan M. Kiley","No","No comment",0.44,1,0,2,"kiley","H2NJ06228","KILEY, SUSAN M",351382.88,-2,0,"No Comment",1,"Has Not Questioned Election","Likely D","Open to 
Unaffiliated","Restricted",3,"Comission",-0.02,100020.22,227712.66,0,23650,351382.88,0.284647390903051,0.64804711032023,0,0.067305498776719,7,18
"194","Pennsylvania",12,"D+8",0.42,"D+25 to D+8","PA12","PA","Mike Doyle","No","No comment",0.52,0,0,5,"doyle","H2PA12070","DOYLE, MICHAEL",124249.6,-2,0,"No Comment",1,"Has Not Questioned Election","Likely D","Closed","Closed",5,"Legislature",-0.1,0,85053,0,35696.6,120749.6,0,0.7043750041408,0,0.295624995859199,6.5,19
"195","California",11,"D+38",0.12,"D+26+","CA11","CA","John Dennis","No","Fully denied",0.36,1,0,0,"dennis","H2CA12174","DENNIS, JOHN MR.",946264.8,-3,-2,"Full Denial",0,"Questioned Election","Solid D","All Party","All Party",0,"Comission",-0.24,0,912721.96,0,0,912721.96,0,1,0,0,1,8
"196","California",37,"D+38",0.12,"D+26+","CA37","CA",NA,NA,NA,0.36,1,0,0,NA,NA,NA,NA,-3,NA,"Not Tracked by 538",NA,"Not Tracked by 538","Solid D","All Party","All Party",0,"Comission",-0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,9
"197","California",15,"D+28",0.22,"D+26+","CA15","CA",NA,NA,NA,0.36,1,0,0,NA,NA,NA,NA,-3,NA,"Not Tracked by 538",NA,"Not Tracked by 538","Solid D","All Party","All Party",0,"Comission",-0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4
"198","Georgia",13,"D+28",0.22,"D+26+","GA13","GA","Caesar Gonzales","No","Fully denied",0.53,0,1,1,"gonzales","H0GA13149","GONZALES, CAESAR",9614.2,-3,-2,"Full Denial",0,"Questioned Election","Solid D","Open","Open",1,"Legislature",-0.31,2000,7614.2,0,0,9614.2,0.208025628757463,0.791974371242537,0,0,1.5,5
"199","Ohio",11,"D+28",0.22,"D+26+","OH11","OH","Eric J. Brewer","No","No comment",0.56,0,0,3,"brewer",NA,NA,NA,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","Partially 
Open","Restricted",3,"Legislature",-0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6
"200","California",12,"D+40",0.1,"D+26+","CA12","CA","Stephen Slauson","No","Fully accepted",0.36,1,0,0,"slauson",NA,NA,NA,-3,2,"Acceptance",1,"Has Not Questioned Election","Solid D","All Party","All Party",0,"Comission",-0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"201","Maryland",4,"D+40",0.1,"D+26+","MD4","MD","Jeff Warner","No","No comment",0.36,0,0,5,"warner","H2MD04307","WARNER, JEFF",54367.24,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","Closed","Closed",5,"Legislature",-0.26,7496.09,46477.15,0,254,54227.24,0.138234769093909,0.857081238137881,0,0.00468399276821022,0.5,5
"202","New York",13,"D+40",0.1,"D+26+","NY13","NY",NA,NA,NA,0.4,1,0,5,NA,NA,NA,NA,-3,NA,"Not Tracked by 538",NA,"Not Tracked by 538","Solid D","Closed","Closed",5,"Comission",-0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6
"203","Pennsylvania",3,"D+40",0.1,"D+26+","PA3","PA",NA,NA,NA,0.52,0,0,5,NA,NA,NA,NA,-3,NA,"Not Tracked by 538",NA,"Not Tracked by 538","Solid D","Closed","Closed",5,"Legislature",-0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,7
"204","California",14,"D+22",0.28,"D+25 to D+8","CA14","CA","Alison Hayden","No","Fully denied",0.36,1,0,0,"hayden",NA,NA,NA,-3,-2,"Full Denial",0,"Questioned Election","Solid D","All Party","All Party",0,"Comission",-0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,13
"205","California",18,"D+22",0.28,"D+25 to D+8","CA18","CA","Peter Hernandez","No","No comment",0.36,1,0,0,"hernandez",NA,NA,NA,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","All Party","All Party",0,"Comission",-0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,14
"206","Oregon",3,"D+22",0.28,"D+25 to D+8","OR3","OR","Joanna Harbour","No","No comment",0.44,0,0,5,"harbour","H0OR03174","HARBOUR, JOANNA",9430,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","Closed","Closed",5,"Legislature",-0.16,0,9430,0,0,9430,0,1,0,0,2.5,15
"207","Pennsylvania",2,"D+22",0.28,"D+25 to D+8","PA2","PA","Aaron Bashir","No","Fully denied",0.52,0,0,5,"bashir",NA,NA,NA,-3,-2,"Full Denial",0,"Questioned Election","Solid D","Closed","Closed",5,"Legislature",-0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,16
"208","California",16,"D+26",0.24,"D+26+","CA16","CA",NA,NA,NA,0.36,1,0,0,NA,NA,NA,NA,-3,NA,"Not Tracked by 538",NA,"Not Tracked by 538","Solid D","All Party","All Party",0,"Comission",-0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,13
"209","Florida",20,"D+26",0.24,"D+26+","FL20","FL","Drew Montez Clark","No","Raised questions",0.53,0,0,5,"clark","H2FL25083","CLARK, DREW-MONTEZ DR.",137192.32,-3,-1,"Raised Questions",0,"Questioned Election","Solid D","Closed","Closed",5,"Legislature",-0.29,9525,120549.57,0,5000,135074.57,0.0705166042727362,0.892466805557849,0,0.0370165901694153,2,14
"210","Georgia",4,"D+26",0.24,"D+26+","GA4","GA","Jonathan Chavez","No","Accepted with reservations",0.53,0,1,1,"chavez",NA,NA,NA,-3,1,"Acceptance with 
Reservations",0,"Questioned Election","Solid D","Open","Open",1,"Legislature",-0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,15
"211","New York",9,"D+26",0.24,"D+26+","NY9","NY",NA,NA,NA,0.4,1,0,5,NA,NA,NA,NA,-3,NA,"Not Tracked by 538",NA,"Not Tracked by 538","Solid D","Closed","Closed",5,"Comission",-0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,16
"212","Texas",9,"D+26",0.24,"D+26+","TX9","TX","Jimmy I. Leon","No","No comment",0.55,0,1,1,"leon","H2TX09156","LEON, JIMMY",766.11,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","Open","Open",1,"Legislature",-0.31,0,756.11,0,0,756.11,0,1,0,0,1.5,17
"213","Virginia",8,"D+26",0.24,"D+26+","VA8","VA","Karina Lipsman","No","Accepted with reservations",0.48,1,0,1,"lipsman","H2VA08152","LIPSMAN, KARINA",253925.2,-3,1,"Acceptance with 
Reservations",0,"Questioned Election","Solid D","Open","Open",1,"Comission",-0.24,0,240326.2,5999,7600,253925.2,0,0.946444858564648,0.0236250675395746,0.0299300738957772,2,18
"214","California",19,"D+19",0.31,"D+25 to D+8","CA19","CA","Jeff Gorman","No","No comment",0.36,1,0,0,"gorman","H0CA20122","GORMAN, JEFF",45086.42,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","All Party","All Party",0,"Comission",-0.05,2900,36636.42,0,5550,45086.42,0.0643209196915612,0.812582147795278,0,0.12309693251316,3.5,5
"215","Illinois",5,"D+19",0.31,"D+25 to D+8","IL5","IL","Tommy Hanson","No","Accepted with reservations",0.43,0,0,3,"hanson",NA,NA,NA,-3,1,"Acceptance with 
Reservations",0,"Questioned Election","Solid D","Partially 
Open","Restricted",3,"Legislature",-0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6
"216","Illinois",2,"D+19",0.31,"D+25 to D+8","IL2","IL","Thomas Lynch","No","No comment",0.43,0,0,3,"lynch",NA,NA,NA,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","Partially 
Open","Restricted",3,"Legislature",-0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,7
"217","Indiana",7,"D+19",0.31,"D+25 to D+8","IN7","IN","Angela Grabovsky","No","No comment",0.61,0,0,3,"grabovsky","H2IN07179","GRABOVSKY, ANGELA",456428.85,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","Partially 
Open","Restricted",3,"Legislature",-0.3,300350,151327,0,4750,456427,0.658046084039726,0.331546994371499,0,0.0104069215887754,4,8
